Concept,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
http://dbpedia.org/ontology/LacrosseLeague,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q8386,0.0001,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0003,0.0002,0.0003,0.0001,0.0001,0.0004,0.0003,0.0002,0.0004,0,0,0
http://dbpedia.org/ontology/Politician,0.0008,0.0007,0.0012,0.0011,0.001,0.0011,0.0008,0.0008,0.001,0.0007,0.0006,0.0007,0.001,0.0013,0.0009,0.0009,0.001,0.0009,0.001,0.0011,0.0009,0.0009,0.0014,0.001,0.0009,0.0005,0.0007,0.0006,0.0013,0.0012,0.0009,0,0,0
http://www.wikidata.org/entity/Q486839,0.0002,0.0002,0.0004,0.0003,0.0002,0.0004,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0003,0.0002,0.0002,0.0004,0.0003,0.0003,0.0003,0.0002,0.0003,0.0004,0.0003,0.0001,0.0001,0.0001,0.0001,0.0003,0.0002,0.0002,0,0,0
http://dbpedia.org/ontology/SoapCharacter,0.0004,0.0004,0.0004,0.0002,0.0001,0.0004,0.0002,0.0002,0.0001,0.0002,0.0003,0.0002,0.0003,0.0002,0.0001,0.0003,0.0002,0.0005,0.0005,0.0004,0.0003,0.0005,0.0004,0.0005,0.0003,0.0,0.0002,0.0002,0.0001,0.0001,0.0003,0,0,0
http://www.wikidata.org/entity/Q11774891,0.0004,0.0002,0.0001,0.0002,0.0007,0.0002,0.0005,0.0001,0.0003,0.0006,0.0005,0.0006,0.0005,0.0006,0.0003,0.0004,0.0006,0.0002,0.0002,0.0003,0.0001,0.0001,0.0004,0.0002,0.0001,0.0001,0.0002,0.0001,0.0003,0.0003,0.0005,0,0,0
http://www.wikidata.org/entity/Q13156709,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0,0.0004,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/AustralianFootballLeague,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/Convention,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0,0,0
http://www.wikidata.org/entity/Q1107656,0.0,0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q49757,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0002,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0001,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q1107,0.0001,0.0001,0.0004,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0002,0.0013,0.0001,0.0001,0.0002,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/Sport,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/Stadium,0.0002,0.0003,0.0003,0.0002,0.0002,0.0003,0.0004,0.0002,0.0002,0.0003,0.0002,0.0002,0.0004,0.0002,0.0005,0.0004,0.0002,0.0003,0.0003,0.0002,0.0002,0.0003,0.0001,0.0003,0.0003,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0,0,0
http://www.wikidata.org/entity/Q4886,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/Genre,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0001,0,0,0
http://dbpedia.org/ontology/SportsTeamSeason,0.0052,0.0047,0.0073,0.0051,0.0031,0.0035,0.0051,0.0033,0.0048,0.0036,0.0023,0.0023,0.0031,0.0028,0.0022,0.0022,0.0029,0.0053,0.0063,0.0039,0.0039,0.0044,0.0069,0.0081,0.0055,0.0009,0.0032,0.0023,0.0025,0.0031,0.005,0,0,0
http://www.wikidata.org/entity/Q15091377,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q3055126,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q386724,0.0202,0.0166,0.0207,0.02,0.0186,0.0203,0.0183,0.0189,0.0178,0.0201,0.0125,0.0134,0.0203,0.0163,0.0166,0.0174,0.0182,0.0204,0.0178,0.0211,0.0194,0.0221,0.0214,0.0196,0.0154,0.0039,0.0123,0.009,0.0116,0.013,0.0151,0,0,0
http://www.wikidata.org/entity/Q315,0.0001,0.0002,0.0004,0.0002,0.0005,0.0009,0.0003,0.0004,0.0002,0.0002,0.0001,0.0002,0.0001,0.0003,0.0004,0.0001,0.0003,0.0004,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0,0,0
http://www.wikidata.org/entity/Q13415036,0.0007,0.0006,0.0006,0.0005,0.0003,0.0007,0.0009,0.0006,0.0008,0.0005,0.0002,0.0004,0.0004,0.0004,0.0006,0.0005,0.0004,0.0003,0.0004,0.0006,0.0006,0.0007,0.0006,0.0006,0.0004,0.0002,0.0003,0.0003,0.0005,0.0007,0.0004,0,0,0
http://dbpedia.org/ontology/FictionalCharacter,0.0009,0.0009,0.0009,0.0008,0.0006,0.0009,0.0006,0.0006,0.0006,0.0004,0.0006,0.0005,0.0007,0.0005,0.0004,0.0006,0.0019,0.0015,0.0081,0.0013,0.0014,0.0013,0.001,0.001,0.0007,0.0001,0.0006,0.0005,0.0004,0.0003,0.0007,0,0,0
http://www.wikidata.org/entity/Q27686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/NationalFootballLeagueSeason,0.0001,0.0,0.0003,0.0001,0.0,0.0001,0.0,0.0001,0.0002,0.0002,0.0001,0.0,0.0001,0.0001,0.0002,0.0002,0.0,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0008,0.0002,0.0001,0.0002,0.0003,0.0002,0.0002,0,0,0
http://dbpedia.org/ontology/SocietalEvent,0.0028,0.002,0.0031,0.0024,0.003,0.0015,0.0014,0.0023,0.0017,0.0026,0.0017,0.0015,0.0019,0.0016,0.002,0.0016,0.0019,0.0026,0.0027,0.0028,0.0029,0.0025,0.0026,0.0024,0.0027,0.0008,0.0017,0.0012,0.0017,0.0023,0.0022,0,0,0
http://www.wikidata.org/entity/Q156362,0,0,0.0,0.0,0.0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Event,0.0013,0.0009,0.0015,0.0011,0.0015,0.0008,0.0006,0.0011,0.0004,0.0005,0.0005,0.0004,0.0007,0.0007,0.0008,0.0007,0.0007,0.0027,0.0034,0.0032,0.0036,0.0031,0.003,0.0029,0.0033,0.001,0.002,0.0016,0.0021,0.0033,0.0031,0,0,0
http://dbpedia.org/ontology/Theatre,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/RugbyClub,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0,0.0002,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/Artery,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q1656682,0.0033,0.0024,0.0035,0.0033,0.0033,0.0019,0.0017,0.003,0.0025,0.0034,0.0021,0.0016,0.0023,0.0022,0.0023,0.0017,0.002,0.003,0.0035,0.0033,0.0036,0.0031,0.0031,0.003,0.0033,0.001,0.0021,0.0016,0.0021,0.0033,0.0031,0,0,0
http://dbpedia.org/ontology/Sound,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0001,0,0,0
http://www.wikidata.org/entity/Q13365117,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0,0,0
http://dbpedia.org/ontology/BodyOfWater,0.0004,0.0002,0.0004,0.0002,0.0008,0.0007,0.0002,0.0005,0.0005,0.0004,0.0003,0.0002,0.0003,0.0005,0.0005,0.0004,0.0008,0.0004,0.0003,0.0002,0.0004,0.0004,0.0003,0.0004,0.0013,0.0014,0.0004,0.0006,0.0012,0.0008,0.0007,0,0,0
http://www.wikidata.org/entity/Q202444,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/AmusementParkAttraction,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0,0,0
http://dbpedia.org/ontology/Amphibian,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0004,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0001,0.0002,0.0002,0.0,0.0001,0,0,0
http://dbpedia.org/ontology/SnookerChamp,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/Project,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
http://dbpedia.org/ontology/BeautyQueen,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0002,0.0004,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0,0,0
http://www.ontologydesignpatterns.org/ont/d0.owl#Activity,0.0001,0.0,0.0001,0.0002,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/ChessPlayer,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q1445650,0.0,0.0,0.0,0.0001,0.0,0.0004,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://schema.org/Organization,0.0136,0.0094,0.0132,0.0105,0.0116,0.0113,0.0105,0.0101,0.0096,0.0097,0.007,0.0073,0.0094,0.0085,0.0096,0.0081,0.0098,0.013,0.0122,0.0147,0.0132,0.0126,0.0116,0.0124,0.0086,0.0022,0.0077,0.0063,0.006,0.0073,0.0095,0,0,0
http://dbpedia.org/ontology/MilitaryStructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#InformationObject,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q728937,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/SportCompetitionResult,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q613142,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/BusCompany,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q483501,0.0035,0.0034,0.0034,0.0066,0.0032,0.0033,0.0045,0.0034,0.0033,0.0036,0.0022,0.0028,0.004,0.0028,0.0043,0.0055,0.0036,0.004,0.0032,0.0044,0.0041,0.0035,0.0044,0.0043,0.0029,0.0006,0.0023,0.0018,0.0017,0.002,0.003,0,0,0
http://dbpedia.org/ontology/Monument,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/ComicsCharacter,0.0001,0.0002,0.0001,0.0002,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0014,0.0006,0.0072,0.0004,0.0001,0.0001,0.0001,0.0002,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0001,0,0,0
http://www.wikidata.org/entity/Q25379,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/TradeUnion,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q476028,0.0063,0.0039,0.0049,0.0032,0.004,0.0029,0.0032,0.0023,0.0022,0.0017,0.0013,0.0013,0.0016,0.0012,0.002,0.0013,0.0017,0.0048,0.0043,0.0054,0.0045,0.0047,0.0039,0.0047,0.0026,0.0006,0.003,0.0027,0.0016,0.0017,0.0029,0,0,0
http://dbpedia.org/ontology/Brewery,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/Cartoon,0.0001,0.0001,0.0005,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0002,0.0002,0.0013,0.0001,0.0001,0.0002,0.0,0.0001,0.0001,0.0002,0.0001,0.0002,0,0,0
http://www.wikidata.org/entity/Q215380,0.0015,0.0013,0.0015,0.0014,0.0012,0.0013,0.0013,0.0015,0.0012,0.001,0.0008,0.0008,0.0017,0.0011,0.0014,0.0012,0.0012,0.0013,0.0014,0.0025,0.0015,0.0015,0.0014,0.0014,0.0009,0.0001,0.0007,0.0006,0.0008,0.0007,0.0015,0,0,0
http://schema.org/Country,0.0004,0.0003,0.0003,0.0002,0.0002,0.0003,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0008,0.0007,0.0008,0.0006,0.0005,0.0006,0.0004,0.0003,0.0,0.0003,0.0002,0.0001,0.0001,0.0003,0,0,0
http://www.wikidata.org/entity/Q132050,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0003,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0002,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0,0,0
http://schema.org/WebPage,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/SportFacility,0.0002,0.0003,0.0003,0.0002,0.0002,0.0004,0.0004,0.0002,0.0002,0.0003,0.0002,0.0003,0.0004,0.0002,0.0005,0.0004,0.0002,0.0003,0.0003,0.0002,0.0002,0.0003,0.0001,0.0003,0.0003,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0,0,0
http://www.wikidata.org/entity/Q81096,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/Website,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/Automobile,0.0005,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0005,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0004,0.0002,0.0003,0.0003,0.0003,0.0004,0.0004,0.0005,0.0004,0.0002,0.0,0.0002,0.0002,0.0002,0.0002,0.0003,0,0,0
http://www.wikidata.org/entity/Q15410431,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/RailwayStation,0.0,0.0,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.001,0.0002,0.0,0.0,0.0001,0.0001,0.0001,0.0,0,0,0
http://www.wikidata.org/entity/Q1370598,0.0001,0.0001,0.0001,0.0,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0,0,0
http://dbpedia.org/ontology/PlayboyPlaymate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0002,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q8928,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/VideoGame,0.0018,0.0008,0.0013,0.0013,0.001,0.0015,0.0007,0.0008,0.0014,0.002,0.0005,0.0007,0.0012,0.001,0.0006,0.0009,0.0012,0.0021,0.0009,0.0032,0.0009,0.0011,0.0028,0.0011,0.0016,0.0,0.0012,0.0004,0.0003,0.0005,0.0006,0,0,0
http://dbpedia.org/ontology/AmericanFootballTeam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/ResearchProject,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0
http://dbpedia.org/ontology/BasketballLeague,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q41291,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/BaseballSeason,0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q847400,0,0,0,0.0,0,0,0,0.0001,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Concept,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0,0.0001,0,0,0
http://schema.org/SkiResort,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://dbpedia.org/ontology/UnitOfWork,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0,0,0,0
http://www.wikidata.org/entity/Q82799,0.0001,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,0.0,0.0,0.0,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0001,0.0001,0.0001,0,0,0
http://wikidata.dbpedia.org/resource/Q5,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0
http://schema.org/Book,0.0005,0.0011,0.0006,0.0007,0.0009,0.0011,0.0007,0.001,0.0007,0.0008,0.0004,0.0007,0.0008,0.0009,0.001,0.0008,0.0009,0.0005,0.0004,0.0014,0.0007,0.0006,0.0006,0.0005,0.0006,0.0002,0.0006,0.0003,0.0008,0.0006,0.0006,0,0,0
http://www.wikidata.org/entity/Q719456,0.0007,0.0003,0.0004,0.0007,0.0008,0.0007,0.0014,0.0015,0.0004,0.0035,0.0008,0.0007,0.0006,0.001,0.0016,0.0018,0.0023,0.0006,0.0005,0.0008,0.0007,0.0007,0.0004,0.0013,0.0008,0.0004,0.0003,0.0004,0.0005,0.0006,0.0005,0,0,0
http://dbpedia.org/ontology/RailwayTunnel,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
http://www.wikidata.org/entity/Q8054,0.0001,0.0317,0.0,0.0016,0.0001,0.0001,0.0,0.0001,0.0001,0.0,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.0001,0.0,0.0001,0.0,0.0,0.0001,0.0001,0.0,0.0003,0.0,0.0,0.0004,0.0004,0.0001,0.0001,0,0,0
